"dropdown_value","dropdown_text.x","document_link","link_text.x","earliest_year.x","correct_name","dropdown_text.y","link_text.y","earliest_year.y","com_name","PRO_COM_T","COMUNE","stat","year_earliest_statuto","Nomi_statuti","NOME","PRO_COM","DROP"
"Tione di Trento","Tione di Trento","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bf9ab4df9c5973a9c1256f3b004d2400?OpenDocument","Tione di Trento I 1, I - Statuti dei comuni, 1255-1757",1255,"Tione di Trento","Tione di Trento","Tione di Trento I 1, I - Statuti dei comuni, 1255-1757",1255,"Tione di Trento",22199,"Tione di Trento",1,1255,NA,NA,NA,NA
"Tirano","Tirano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3393a62d18a48416c1256f3b004d2432?OpenDocument","Tirano I 1, I - Statuti dei comuni, 1586-1784",1586,"Tirano","Tirano","Tirano I 1, I - Statuti dei comuni, 1586-1784",1586,"Tirano",14066,"Tirano",1,1586,NA,NA,NA,NA
"Tisana","Tisana","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b4bf5c51ecd49054c1256fa3005ee671?OpenDocument","Latisana I 1, I - Statuti dei comuni, 1528-1760",1528,"Latisana","Latisana","Latisana I 1, I - Statuti dei comuni, 1528-1760",1528,"Latisana",30046,"Latisana",1,1528,NA,NA,NA,NA
"Tivoli","Tivoli","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/55312b1e3a8088a2c1256f3b004d24aa?OpenDocument","Tivoli I 1, I - Statuti dei comuni, 1257-1455",1257,"Tivoli","Tivoli","Tivoli I 1, I - Statuti dei comuni, 1257-1455",1257,"Tivoli",58104,"Tivoli",1,1257,NA,NA,NA,NA
"Tocco","Tocco","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/788ff9dd28c537b8c1256f3b004d24dc?OpenDocument","Tocco da Casauria I 1, I - Statuti dei comuni, sec. XVI",NA,"Tocco da Casauria","Tocco da Casauria","Tocco da Casauria I 1, I - Statuti dei comuni, sec. XVI",NA,"Tocco da Casauria",68042,"Tocco da Casauria",1,NA,NA,NA,NA,NA
"Tocco da Casauria","Tocco da Casauria","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/788ff9dd28c537b8c1256f3b004d24dc?OpenDocument","Tocco da Casauria I 1, I - Statuti dei comuni, sec. XVI",NA,"Tocco da Casauria","Tocco da Casauria","Tocco da Casauria I 1, I - Statuti dei comuni, sec. XVI",NA,"Tocco da Casauria",68042,"Tocco da Casauria",1,NA,NA,NA,NA,NA
"Todi","Todi","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6760d353fe4fbd9ec1256f3b004d24fa?OpenDocument","Todi I 1, I - Statuti dei comuni, 1275",1275,"Todi","Todi","Todi I 1, I - Statuti dei comuni, 1275",1275,"Todi",54052,"Todi",1,1275,NA,NA,NA,NA
"Tofia","Tofia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/941ca84c40d94dd0c1256fa400490c10?OpenDocument","Pietralunga I 1, I - Statuti dei comuni, 1696",1696,"Pietralunga","Pietralunga","Pietralunga I 1, I - Statuti dei comuni, 1696",1696,"Pietralunga",54041,"Pietralunga",1,1696,NA,NA,NA,NA
"Toirano","Toirano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bcbbba6edf8e7a67c1256f3b004d259d?OpenDocument","Toirano I 1, I - Statuti dei comuni, 1284",1284,"Toirano","Toirano","Toirano I 1, I - Statuti dei comuni, 1284",1284,"Toirano",9061,"Toirano",1,1284,NA,NA,NA,NA
"Tolegnum","Tolegnum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/51c9fec3c3d0b521c1256f3b004d2621?OpenDocument","Tollegno I 1, I - Statuti dei comuni, 1428",1428,"Tollegno","Tollegno","Tollegno I 1, I - Statuti dei comuni, 1428",1428,"Tollegno",96068,"Tollegno",1,1428,NA,NA,NA,NA
"Tolentino","Tolentino","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6c6c2ba608889598c1256f3b004d25a8?OpenDocument","Tolentino I 1, I - Statuti dei comuni, sec. XIV-XVI",NA,"Tolentino","Tolentino","Tolentino I 1, I - Statuti dei comuni, sec. XIV-XVI",NA,"Tolentino",43053,"Tolentino",1,NA,NA,NA,NA,NA
"Tolentinum","Tolentinum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6c6c2ba608889598c1256f3b004d25a8?OpenDocument","Tolentino I 1, I - Statuti dei comuni, sec. XIV-XVI",NA,"Tolentino","Tolentino","Tolentino I 1, I - Statuti dei comuni, sec. XIV-XVI",NA,"Tolentino",43053,"Tolentino",1,NA,NA,NA,NA,NA
"Tolfa","Tolfa","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ebefd43e39c3616cc1256f3b004d25f6?OpenDocument","Tolfa I 1, I - Statuti dei comuni, 1523-1530",1523,"Tolfa","Tolfa","Tolfa I 1, I - Statuti dei comuni, 1523-1530",1523,"Tolfa",58105,"Tolfa",1,1523,NA,NA,NA,NA
"Tollegno","Tollegno","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/51c9fec3c3d0b521c1256f3b004d2621?OpenDocument","Tollegno I 1, I - Statuti dei comuni, 1428",1428,"Tollegno","Tollegno","Tollegno I 1, I - Statuti dei comuni, 1428",1428,"Tollegno",96068,"Tollegno",1,1428,NA,NA,NA,NA
"Tolmezzo","Tolmezzo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/09872a2832244665c1256f3b004d262b?OpenDocument","Tolmezzo I 1, I - Statuti dei comuni, 1258-1615",1258,"Tolmezzo","Tolmezzo","Tolmezzo I 1, I - Statuti dei comuni, 1258-1615",1258,"Tolmezzo",30121,"Tolmezzo",1,1258,NA,NA,NA,NA
"Ton","Ton","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b2c79a5063574be5c1256f3b004d26bf?OpenDocument","Ton I 1, I - Statuti dei comuni, 1562",1562,"Ton","Ton","Ton I 1, I - Statuti dei comuni, 1562",1562,"Ton",22200,"Ton",1,1562,NA,NA,NA,NA
"Tonco","Tonco","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f90a58a579e81ca0c1256f3b004d26d0?OpenDocument","Tonco I 1, I - Statuti dei comuni, 1490-1491",1490,"Tonco","Tonco","Tonco I 1, I - Statuti dei comuni, 1490-1491",1490,"Tonco",5109,"Tonco",1,1490,NA,NA,NA,NA
"Tongum","Tongum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f90a58a579e81ca0c1256f3b004d26d0?OpenDocument","Tonco I 1, I - Statuti dei comuni, 1490-1491",1490,"Tonco","Tonco","Tonco I 1, I - Statuti dei comuni, 1490-1491",1490,"Tonco",5109,"Tonco",1,1490,NA,NA,NA,NA
"Torgiano","Torgiano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/185f15db020a90bdc1256f3b004d271f?OpenDocument","Torgiano I 1, I - Statuti dei comuni, 1426-1562",1426,"Torgiano","Torgiano","Torgiano I 1, I - Statuti dei comuni, 1426-1562",1426,"Torgiano",54053,"Torgiano",1,1426,NA,NA,NA,NA
"Torino","Torino","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2365ef41e669bd10c1256f3b004d273f?OpenDocument","Torino I 1, I - Statuti dei comuni, 1222-1472",1222,"Torino","Torino","Torino I 1, I - Statuti dei comuni, 1222-1472",1222,"Torino",1272,"Torino",1,1222,NA,NA,NA,NA
"Torre del Greco","Torre del Greco","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2df12bd6ab9f436ac1256fac004702c6?OpenDocument","Torre del Greco II1 1, II 1 - Corporazioni",NA,"Torre del Greco","Torre del Greco","Torre del Greco II1 1, II 1 - Corporazioni",NA,"Torre del Greco",63084,"Torre del Greco",1,NA,NA,NA,NA,NA
"Torre Inferiore","Torre Inferiore","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/548cf72819a3206bc1256f3b004d2bde?OpenDocument","Torre Orsaia I 1, I - Statuti dei comuni, 1502",1502,"Torre Orsaia","Torre Orsaia","Torre Orsaia I 1, I - Statuti dei comuni, 1502",1502,"Torre Orsaia",65149,"Torre Orsaia",1,1502,NA,NA,NA,NA
